Importance,Level,Job Zone,Code,Occupation
75,72,5,25-1032.00,"Engineering Teachers, Postsecondary"
75,72,2,47-2073.00,Operating Engineers and Other Construction Equipment Operators
75,72,5,25-1054.00,"Physics Teachers, Postsecondary"
75,70,4,41-3011.00,Advertising Sales Agents
75,67,5,29-1021.00,"Dentists, General"
75,64,4,27-2041.00,Music Directors and Composers
75,64,4,27-2012.04,Talent Directors
75,63,4,13-2053.00,Insurance Underwriters
75,62,2,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
75,62,2,43-9022.00,Word Processors and Typists
75,61,3,47-4011.00,Construction and Building Inspectors
75,61,4,25-2021.00,"Elementary School Teachers, Except Special Education"
75,59,3,29-2035.00,Magnetic Resonance Imaging Technologists
75,59,2,47-4091.00,Segmental Pavers
75,58,2,51-3093.00,Food Cooking Machine Operators and Tenders
75,58,2,37-2021.00,Pest Control Workers
75,57,2,47-2221.00,Structural Iron and Steel Workers
75,56,4,19-4021.00,Biological Technicians
75,56,2,53-6011.00,Bridge and Lock Tenders
75,56,2,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
75,56,2,53-4031.00,Railroad Conductors and Yardmasters
75,54,4,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
75,53,3,25-4031.00,Library Technicians
75,50,2,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
75,50,1,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
75,44,2,39-9011.01,Nannies
74,77,5,19-2011.00,Astronomers
74,72,5,25-1031.00,"Architecture Teachers, Postsecondary"
74,71,5,17-2199.06,Microsystems Engineers
74,70,2,27-2011.00,Actors
74,70,5,25-1022.00,"Mathematical Science Teachers, Postsecondary"
74,70,4,25-2058.00,"Special Education Teachers, Secondary School"
74,67,2,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
74,66,5,25-1052.00,"Chemistry Teachers, Postsecondary"
