Importance,Level,Job Zone,Code,Occupation
65,63,2,49-9094.00,Locksmiths and Safe Repairers
65,63,4,27-3042.00,Technical Writers
65,62,3,49-9063.00,Musical Instrument Repairers and Tuners
65,61,4,17-2199.10,Wind Energy Engineers
65,60,3,49-2091.00,Avionics Technicians
65,60,4,15-1211.00,Computer Systems Analysts
65,59,3,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
65,55,2,43-3011.00,Bill and Account Collectors
64,69,4,17-2131.00,Materials Engineers
64,69,3,47-2152.04,Solar Thermal Installers and Technicians
64,68,2,43-9021.00,Data Entry Keyers
64,68,3,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators"
64,66,3,13-1032.00,"Insurance Appraisers, Auto Damage"
64,66,3,15-1254.00,Web Developers
64,65,5,25-1042.00,"Biological Science Teachers, Postsecondary"
64,65,5,19-2099.01,Remote Sensing Scientists and Technologists
