Importance,Level,Job Zone,Code,Occupation
64,70,2,49-9096.00,Riggers
64,69,5,29-1213.00,Dermatologists
64,68,4,33-3021.06,Intelligence Analysts
64,67,5,29-1181.00,Audiologists
64,67,5,19-1041.00,Epidemiologists
64,66,3,49-3023.00,Automotive Service Technicians and Mechanics
64,66,5,17-2199.06,Microsystems Engineers
64,65,5,11-9033.00,"Education Administrators, Postsecondary"
64,63,4,17-2071.00,Electrical Engineers
64,63,4,17-2051.02,Water/Wastewater Engineers
64,60,3,27-4021.00,Photographers
64,59,4,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers
64,58,4,13-2061.00,Financial Examiners
64,58,1,51-9123.00,"Painting, Coating, and Decorating Workers"
64,57,3,11-9171.00,Funeral Home Managers
64,57,4,19-4043.00,"Geological Technicians, Except Hydrologic Technicians"
64,55,2,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
64,55,5,25-1032.00,"Engineering Teachers, Postsecondary"
64,55,3,25-3021.00,Self-Enrichment Teachers
64,47,2,51-9194.00,Etchers and Engravers
64,46,2,43-3071.00,Tellers
