Importance,Level,Job Zone,Code,Occupation
73,70,3,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents"
73,69,2,43-4041.00,"Credit Authorizers, Checkers, and Clerks"
73,69,3,43-9031.00,Desktop Publishers
73,69,4,27-3023.00,"News Analysts, Reporters, and Journalists"
73,68,4,29-1129.02,Music Therapists
73,68,4,25-3041.00,Tutors
73,67,3,29-2031.00,Cardiovascular Technologists and Technicians
73,66,3,53-5021.00,"Captains, Mates, and Pilots of Water Vessels"
73,66,3,49-9081.00,Wind Turbine Service Technicians
72,76,4,11-3021.00,Computer and Information Systems Managers
72,74,3,17-3027.01,Automotive Engineering Technicians
72,74,3,51-9162.00,Computer Numerically Controlled Tool Programmers
72,73,3,33-3051.00,Police and Sheriff's Patrol Officers
72,72,4,17-2112.00,Industrial Engineers
72,71,3,11-3012.00,Administrative Services Managers
72,71,5,29-1024.00,Prosthodontists
72,71,5,27-1027.00,Set and Exhibit Designers
72,70,3,53-2012.00,Commercial Pilots
72,70,5,25-1081.00,"Education Teachers, Postsecondary"
72,70,4,43-9111.00,Statistical Assistants
72,70,4,17-1022.00,Surveyors
72,69,2,43-3071.00,Tellers
72,68,4,13-2023.00,Appraisers and Assessors of Real Estate
72,68,3,35-1011.00,Chefs and Head Cooks
72,68,3,33-2011.00,Firefighters
72,68,3,49-9041.00,Industrial Machinery Mechanics
72,67,4,27-3041.00,Editors
72,67,3,45-4011.00,Forest and Conservation Workers
72,67,3,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping"
72,66,4,11-3061.00,Purchasing Managers
72,65,3,47-2111.00,Electricians
72,65,3,17-3026.00,Industrial Engineering Technologists and Technicians
72,64,3,51-9161.00,Computer Numerically Controlled Tool Operators
72,64,4,15-1299.03,Document Management Specialists
72,64,4,27-2012.00,Producers and Directors
72,63,2,27-2023.00,"Umpires, Referees, and Other Sports Officials"
72,62,2,49-9052.00,Telecommunications Line Installers and Repairers
72,62,2,47-4099.03,Weatherization Installers and Technicians
72,57,2,43-6013.00,Medical Secretaries and Administrative Assistants
